company,title,location,url,description,skills,source
Squarespace,Corporate Development Manager,New York City,http://www.squarespace.com/about/careers?gh_jid=7186500,"&lt;p&gt;The Squarespace Corporate Development team is looking for a Corporate Development Manager.&lt;/p&gt;
&lt;p&gt;As a Corporate Development Manager, you will partner to build the inorganic growth strategy for Squarespace&#39;s high-growth business. The Corporate Development Manager will be involved in all aspects of deal sourcing and execution, including industry landscaping, valuation, financial modeling, and due diligence.&lt;/p&gt;
&lt;p&gt;You will report directly to the Principal, Strategy and Corporate Development in our New York City headquarters (hybrid, 3x days week)&lt;/p&gt;
&lt;h2&gt;You&#39;ll Get To…&lt;/h2&gt;
&lt;ul&gt;
&lt;li&gt;Analyze industries, businesses, and new opportunities through strategic, financial and feasibility frameworks, applying sound business judgment and contributing M&amp;amp;A expertise&lt;/li&gt;
&lt;li&gt;Lead transaction execution, working across diligence teams and leaders, including product, marketing, finance, legal, people, and others, to develop insights on financial and strategic considerations&lt;/li&gt;
&lt;li&gt;Apply rigorous quantitative analyses to acquisitions and other strategic plans, including building financial models and applying valuation methodologies&lt;/li&gt;
&lt;li&gt;Work with leadership to help the develop our strategy and assess new growth opportunities&lt;/li&gt;
&lt;li&gt;Drive administrative processes to further build the corporate development team&#39;s competencies and visibility&lt;/li&gt;
&lt;/ul&gt;
&lt;h2&gt;Who We&#39;re Looking For&lt;/h2&gt;
&lt;ul&gt;
&lt;li&gt;6+ years of experience through a combination of investment banking, M&amp;amp;A, or private equity&lt;/li&gt;
&lt;li&gt;Worked with technology companies and SaaS business models with deep understanding of essential software / SaaS business KPIs (e.g., ARR, billings/bookings to revenue conversion, ARPU, LTV/CAC)&lt;/li&gt;
&lt;li&gt;Ability to become a trusted partner with our teams&lt;/li&gt;
&lt;li&gt;Experience with sharing complex financial analysis succinctly&lt;/li&gt;
&lt;li&gt;Deep financial modeling skills&lt;/li&gt;
&lt;li&gt;Adept at building executive-facing presentations&lt;/li&gt;
&lt;li&gt;Team player, with strategic judgment and attention to detail&lt;/li&gt;
&lt;/ul&gt;
&lt;h2&gt;Benefits &amp;amp; Perks&lt;/h2&gt;
&lt;ul&gt;
&lt;li&gt;A choice between medical plans with an option for 100% covered premiums&lt;/li&gt;
&lt;li&gt;Fertility and adoption benefits&lt;/li&gt;
&lt;li&gt;Access to supplemental insurance plans for additional coverage&lt;/li&gt;
&lt;li&gt;Headspace mindfulness app subscription&lt;/li&gt;
&lt;li&gt;Global Employee Assistance Program&lt;/li&gt;
&lt;li&gt;Retirement benefits with employer match&lt;/li&gt;
&lt;li&gt;Flexible paid time off&lt;/li&gt;
&lt;li&gt;20 weeks for parental leave and up to 12 weeks to care for an ill family member&lt;/li&gt;
&lt;li&gt;Pretax commuter benefit&lt;/li&gt;
&lt;li&gt;Education reimbursement&lt;/li&gt;
&lt;li&gt;Employee donation match to community organizations&lt;/li&gt;
&lt;li&gt;8 Global Employee Resource Groups (ERGs)&lt;/li&gt;
&lt;li&gt;Dog-friendly workplace&lt;/li&gt;
&lt;li&gt;Free lunch and snacks&lt;/li&gt;
&lt;li&gt;Private rooftop&lt;/li&gt;
&lt;li&gt;Hack week twice per year&lt;/li&gt;
&lt;/ul&gt;
&lt;h3&gt;Cash Compensation Range: $126,500 - $190,000 USD&lt;/h3&gt;
&lt;p&gt;The base salary for this position will vary based on job-related criteria including relevant skills, experience, and location, among other factors.&lt;/p&gt;
&lt;p&gt;In addition to the cash compensation above (which includes base salary and, where applicable for eligible roles, may include on-target commissions or overtime pay), Squarespace employees are eligible to be granted an option to purchase our common stock.&lt;/p&gt;
&lt;h2&gt;About Squarespace&lt;/h2&gt;
&lt;p&gt;Squarespace is a design-driven platform helping entrepreneurs build brands and businesses online. We empower millions of customers in more than 200 countries and territories with all the tools they need to create an online presence, build an audience, monetize, and scale their business. Our suite of products range from websites, domains, ecommerce, and marketing tools, as well as tools for scheduling with Acuity and creating and managing social media presence with Bio Sites and Unfold. Our team of more than 1,500 is headquartered in bustling New York City, with offices in Dublin, Ireland, Aveiro, Portugal, and coworking spaces in the UK, Netherlands, and Australia. For more information about our company culture, visit &lt;a href=&quot;https://www.squarespace.com/about/careers&quot; target=&quot;_blank&quot;&gt;https://www.squarespace.com/about/careers&lt;/a&gt;.&lt;/p&gt;
&lt;h2&gt;Our Commitment&lt;/h2&gt;
&lt;p&gt;Today, more than a million people around the globe use Squarespace to share different perspectives and experiences with the world. Not only do we embrace and celebrate the diversity of our customers, but we also work toward the same in our employees. At Squarespace, we are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, national origin, gender, sex, gender identity or expression, sexual orientation, age, citizenship, marital or parental status, disability, veteran status, or other class protected by applicable law. We are proud to be an equal opportunity workplace.&lt;/p&gt;
&lt;p&gt;#LI-Hybrid #LI-KP1&lt;/p&gt;&lt;div class=&quot;content-conclusion&quot;&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;strong&gt;Thank you in advance for providing the following details about your work history from your resume! This helps us ensure that your candidate information is accurate and consistent during the hiring process.&lt;/strong&gt;&lt;/p&gt;
&lt;p style=&quot;text-align: center;&quot;&gt;&amp;nbsp;&lt;/p&gt;
&lt;p style=&quot;text-align: center;&quot;&gt;&lt;strong&gt;Squarespace will never solicit your personal banking information or ask you to transfer money in connection with a job offer or interview. We also will not reach out to you via phone or SMS without your permission or knowledge.&lt;/strong&gt;&lt;/p&gt;&lt;/div&gt;",,greenhouse
Squarespace,"Customer Support Advisor, German","Remote, Ireland (Republic of)",http://www.squarespace.com/about/careers?gh_jid=7257295,"&lt;p&gt;At Squarespace, Customer Operations empowers users to give voice to their ideas and make it easy for them when they need help. Our team runs 24/7 with about 400 people between New York, Dublin, Australia and a remote workforce. Customer Support Advisors are working with our customers every day to ensure that they are achieving success with our products. In this role, you will use your product knowledge and support experience to create customer experiences that not only resolve customer issues, but advocate for our brand.&lt;/p&gt;
&lt;p&gt;This remote role reports to a Customer Support Team Lead. You must have both spoken and written fluency in English and German.&lt;/p&gt;
&lt;h2&gt;&lt;strong&gt;You&#39;ll Get To…&lt;/strong&gt;&lt;/h2&gt;
&lt;ul&gt;
&lt;li&gt;Answer customers&#39; queries concurrently in live chat and respond to customer submitted email requests.&lt;/li&gt;
&lt;li&gt;Queue-based, typing work will account for approximately 90% of the role.&lt;/li&gt;
&lt;li&gt;Live Chat is our primary channel of support in this role.&lt;/li&gt;
&lt;li&gt;Guide customers through the process of getting started which includes website setup, adding site content and design options.&lt;/li&gt;
&lt;li&gt;Independently meet targets across Quality, Productivity and Customer Satisfaction, in email and live chat.&lt;/li&gt;
&lt;li&gt;Learn about new product features and improvements related to the Squarespace platform.&lt;/li&gt;
&lt;li&gt;Identify isolated customer experiences and escalate important issues.&lt;/li&gt;
&lt;/ul&gt;
&lt;h2&gt;&lt;strong&gt;Who We&#39;re Looking For&lt;/strong&gt;&lt;/h2&gt;
&lt;ul&gt;
&lt;li&gt;Open availability to work a 40 hour work week that spans weekends and holidays as our customers need us&lt;/li&gt;
&lt;li&gt;1+ years customer-facing experience required in a similar role (retail, hospitality, online support)&lt;/li&gt;
&lt;li&gt;Spoken and Written fluency in English and German.&amp;nbsp;&lt;/li&gt;
&lt;li&gt;Expertise with written communication and the ability to spot spelling and grammar errors&lt;/li&gt;
&lt;li&gt;Proficiency with decoding conversations, identifying the cause, and aligning on end goals&lt;/li&gt;
&lt;li&gt;Capability of prioritizing competing requests&lt;/li&gt;
&lt;li&gt;Familiarity with the Squarespace platform&lt;/li&gt;
&lt;li&gt;Consistent and dependable WiFi and a personal workspace that allows you to be free from distraction and fully customer focused&lt;/li&gt;
&lt;/ul&gt;
&lt;h2&gt;&lt;strong&gt;Benefits &amp;amp; Perks&lt;/strong&gt;&lt;/h2&gt;
&lt;ul&gt;
&lt;li&gt;Health insurance with 100% covered premiums for you, your spouse or partner and your dependent children including medical, dental, and vision&lt;/li&gt;
&lt;li&gt;Life and Income Protection&lt;/li&gt;
&lt;li&gt;Fertility and adoption benefits&lt;/li&gt;
&lt;li&gt;Headspace mindfulness app subscription&lt;/li&gt;
&lt;li&gt;Global Employee Assistance Program&lt;/li&gt;
&lt;li&gt;Pension benefits with employer match&lt;/li&gt;
&lt;li&gt;Flexible paid time off&lt;/li&gt;
&lt;li&gt;26 weeks paid maternity leave &amp;amp; 12 weeks paid paternity leave&lt;/li&gt;
&lt;li&gt;2 weeks paid family care leave&lt;/li&gt;
&lt;li&gt;Education reimbursement&lt;/li&gt;
&lt;li&gt;Employee donation match to community organizations&lt;/li&gt;
&lt;li&gt;8 Global Employee Resource Groups (ERGs)&lt;/li&gt;
&lt;li&gt;Free lunch and snacks&lt;/li&gt;
&lt;li&gt;Close proximity to cultural landmarks such as Dublin Castle and St. Patrick&#39;s Cathedral&lt;/li&gt;
&lt;/ul&gt;
&lt;h2&gt;&lt;strong&gt;About Squarespace&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;Squarespace is a design-driven platform helping entrepreneurs build brands and businesses online. We empower millions of customers in more than 200 countries and territories with all the tools they need to create an online presence, build an audience, monetize, and scale their business. Our suite of products range from websites, domains, ecommerce, and marketing tools, as well as tools for scheduling with Acuity and creating and managing social media presence with Bio Sites and Unfold. Our team of more than 1,500 is headquartered in bustling New York City, with offices in Dublin, Ireland, Aveiro, Portugal, and coworking spaces in the UK, Netherlands, and Australia. For more information about our company culture, visit &lt;a href=&quot;https://www.squarespace.com/about/careers&quot;&gt;https://www.squarespace.com/about/careers&lt;/a&gt;.&lt;/p&gt;
&lt;h2&gt;&lt;strong&gt;Our Commitment &lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;Today, more than a million people around the globe use Squarespace to share different perspectives and experiences with the world. Not only do we embrace and celebrate the diversity of our customer base, but we also strive for the same in our employees. At Squarespace, we are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, national origin, gender, sex, gender identity or expression, sexual orientation, age, citizenship, marital or parental status, disability, veteran status, or other class protected by applicable law. We are proud to be an equal opportunity workplace.&lt;br&gt;&lt;br&gt;#LI-Remote&lt;/p&gt;&lt;div class=&quot;content-conclusion&quot;&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;strong&gt;Thank you in advance for providing the following details about your work history from your resume! This helps us ensure that your candidate information is accurate and consistent during the hiring process.&lt;/strong&gt;&lt;/p&gt;
&lt;p style=&quot;text-align: center;&quot;&gt;&amp;nbsp;&lt;/p&gt;
&lt;p style=&quot;text-align: center;&quot;&gt;&lt;strong&gt;Squarespace will never solicit your personal banking information or ask you to transfer money in connection with a job offer or interview. We also will not reach out to you via phone or SMS without your permission or knowledge.&lt;/strong&gt;&lt;/p&gt;&lt;/div&gt;",,greenhouse
Squarespace,Chargeback Analyst,New York City,http://www.squarespace.com/about/careers?gh_jid=7244228,"&lt;p&gt;The Chargeback Analyst is a key member of the Finance and Revenue Operations Team, responsible for managing and optimizing the core billing platform. The ideal candidate will have strong analytical and problem-solving skills, meticulous attention to detail, and the ability to collaborate effectively internally. You will report to the Director of Revenue Operations, based in the New York City office (hybrid 3x week).&lt;/p&gt;
&lt;h2&gt;You&#39;ll Get To…&lt;/h2&gt;
&lt;ul&gt;
&lt;li&gt;Investigate chargebacks and transaction disputes across various payment networks&amp;nbsp;&lt;/li&gt;
&lt;li&gt;Collect, analyze, and compile relevant documentation to prepare timely and accurate chargeback representments&lt;/li&gt;
&lt;li&gt;Monitor chargeback trends and performance metrics to identify root causes and propose prevention strategies&lt;/li&gt;
&lt;li&gt;Liaise with customer support, fraud, finance, and legal teams to resolve disputes and escalate cases when needed&lt;/li&gt;
&lt;li&gt;Maintain detailed records of chargeback activities in case management systems&amp;nbsp;&lt;/li&gt;
&lt;li&gt;Support reporting and reconciliation processes related to chargebacks and payment disputes&lt;/li&gt;
&lt;/ul&gt;
&lt;h2&gt;&lt;strong&gt;QUALIFICATIONS&lt;/strong&gt;&lt;/h2&gt;
&lt;ul&gt;
&lt;li&gt;Bachelor’s degree in Finance, Accounting, Business Administration, or a related field (or equivalent experience).&lt;/li&gt;
&lt;li&gt;2–4 years of experience in chargeback processing, finance operations, or related SaaS industry roles.&lt;/li&gt;
&lt;li&gt;Strong understanding of SaaS chargeback processes, contract compliance, and related industry practices.&lt;/li&gt;
&lt;li&gt;Advanced Excel skills and strong data analysis capabilities.&lt;/li&gt;
&lt;li&gt;Excellent attention to detail, accuracy, and organizational skills.&lt;/li&gt;
&lt;li&gt;Strong communication with the ability to resolve discrepancies and disputes effectively.&lt;/li&gt;
&lt;li&gt;Ability to work independently and as part of a team in a fast-paced environment.&lt;/li&gt;
&lt;li&gt;Customer-focused mindset&lt;/li&gt;
&lt;li&gt;Proactive auditing and process improvement&lt;/li&gt;
&lt;/ul&gt;
&lt;h2&gt;&lt;strong&gt;Benefits &amp;amp; Perks&lt;/strong&gt;&lt;/h2&gt;
&lt;ul&gt;
&lt;li&gt;A choice between medical plans with an option for 100% covered premiums&amp;nbsp;&lt;/li&gt;
&lt;li&gt;Fertility and adoption benefits&lt;/li&gt;
&lt;li&gt;Access to supplemental insurance plans for additional coverage&lt;/li&gt;
&lt;li&gt;Headspace mindfulness app subscription&lt;/li&gt;
&lt;li&gt;Global Employee Assistance Program&lt;/li&gt;
&lt;li&gt;Retirement benefits with employer match&lt;/li&gt;
&lt;li&gt;Flexible paid time off&lt;/li&gt;
&lt;li&gt;20 weeks for parental leave and up to 12 weeks to care for an ill family member&lt;/li&gt;
&lt;li&gt;Pretax commuter benefit&lt;/li&gt;
&lt;li&gt;Education reimbursement&lt;/li&gt;
&lt;li&gt;Employee donation match to community organizations&lt;/li&gt;
&lt;li&gt;8 Global Employee Resource Groups (ERGs)&lt;/li&gt;
&lt;li&gt;Dog-friendly workplace&lt;/li&gt;
&lt;li&gt;Free lunch and snacks&lt;/li&gt;
&lt;li&gt;Private rooftop&lt;/li&gt;
&lt;li&gt;Hack week twice per year&lt;/li&gt;
&lt;/ul&gt;
&lt;h3&gt;&lt;strong&gt;Cash Compensation Range: $&lt;span data-sheets-root=&quot;1&quot;&gt;70,500 -&amp;nbsp;&lt;/span&gt;&lt;/strong&gt;&lt;span data-sheets-root=&quot;1&quot;&gt;$110,000 &lt;/span&gt;USD&lt;/h3&gt;
&lt;p&gt;The base salary for this position will vary based on job-related criteria including relevant skills, experience, and location, among other factors.&amp;nbsp;&lt;/p&gt;
&lt;p&gt;In addition to the cash compensation above (which includes base salary and, where applicable for eligible roles, may include on-target commissions or overtime pay), Squarespace employees are eligible to be granted an option to purchase our common stock.&lt;/p&gt;
&lt;h2&gt;&lt;strong&gt;About Squarespace&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;Squarespace is a design-driven platform helping entrepreneurs build brands and businesses online. We empower millions of customers in more than 200 countries and territories with all the tools they need to create an online presence, build an audience, monetize, and scale their business. Our suite of products range from websites, domains, ecommerce, and marketing tools, as well as tools for scheduling with Acuity and creating and managing social media presence with Bio Sites and Unfold. Our team of more than 1,500 is headquartered in bustling New York City, with offices in Dublin, Ireland, Aveiro, Portugal, and coworking spaces in the UK, Netherlands, and Australia. For more information about our company culture, visit &lt;a href=&quot;https://www.squarespace.com/about/careers&quot;&gt;https://www.squarespace.com/about/careers&lt;/a&gt;.&lt;/p&gt;
&lt;h2&gt;&lt;strong&gt;Our Commitment&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;&lt;span style=&quot;font-weight: 400;&quot;&gt;Today, more than a million people around the globe use Squarespace to share different perspectives and experiences with the world. Not only do we embrace and celebrate the diversity of our customers, but we also work toward the same in our employees. At Squarespace, we are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, national origin, gender, sex, gender identity or expression, sexual orientation, age, citizenship, marital or parental status, disability, veteran status, or other class protected by applicable law. We are proud to be an equal opportunity workplace.&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&amp;nbsp;&lt;/p&gt;
&lt;p&gt;#LI-Hybrid&lt;/p&gt;&lt;div class=&quot;content-conclusion&quot;&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;strong&gt;Thank you in advance for providing the following details about your work history from your resume! This helps us ensure that your candidate information is accurate and consistent during the hiring process.&lt;/strong&gt;&lt;/p&gt;
&lt;p style=&quot;text-align: center;&quot;&gt;&amp;nbsp;&lt;/p&gt;
&lt;p style=&quot;text-align: center;&quot;&gt;&lt;strong&gt;Squarespace will never solicit your personal banking information or ask you to transfer money in connection with a job offer or interview. We also will not reach out to you via phone or SMS without your permission or knowledge.&lt;/strong&gt;&lt;/p&gt;&lt;/div&gt;",excel,greenhouse
Squarespace,AI and Automation Lead (Remote),"Remote, United States",http://www.squarespace.com/about/careers?gh_jid=7128307,"&lt;p&gt;Squarespace is seeking a high-impact AI &amp;amp; Automation Lead to join our Customer Operations department. As our primary AI program owner and subject matter expert, this role will be instrumental in defining how AI will transform how we serve our customers and empower our frontline teams. In this pivotal individual contributor role, you will define the future of AI within our customer operations, from crafting the roadmap and leading complex implementations to ensuring ethical deployment and measurable impact on the customer journey.&lt;/p&gt;
&lt;p&gt;This role reports to the Director of Strategy &amp;amp; Optimization on the Customer Operations team, based remotely.&lt;/p&gt;
&lt;h2&gt;&lt;strong&gt;You&#39;ll Get To...&lt;/strong&gt;&lt;/h2&gt;
&lt;h3&gt;Program Strategy &amp;amp; Vision&lt;/h3&gt;
&lt;ul&gt;
&lt;li&gt;Work with SLT to define and own the roadmap for AI &amp;amp; Automation within Customer Operations.&lt;/li&gt;
&lt;li&gt;Identify and prioritize high-impact automation opportunities across the customer journey.&lt;/li&gt;
&lt;li&gt;Partner with stakeholders to align AI initiatives with broader business goals.&lt;/li&gt;
&lt;/ul&gt;
&lt;h3&gt;Cross-Functional Leadership&lt;/h3&gt;
&lt;ul&gt;
&lt;li&gt;Act as the primary liaison with Product, Engineering, Data Science, Legal, Security, and vendors on CustOps AI/Automation matters.&lt;/li&gt;
&lt;li&gt;Facilitate alignment across teams to ensure AI tools are designed for real-world operational needs.&lt;/li&gt;
&lt;li&gt;Upskilling contributors from other teams regarding AI tools and features, keeping teams informed about the current state of the industry and technology.&lt;/li&gt;
&lt;/ul&gt;
&lt;h3&gt;Implementation &amp;amp; Delivery&lt;/h3&gt;
&lt;ul&gt;
&lt;li&gt;Ensure delivery of AI and automation projects (e.g., chatbots, AI-driven triage &amp;amp; case routing, Agent-facing AI tools).&lt;/li&gt;
&lt;li&gt;Manage pilots, rollouts, change management, and feedback loops.&lt;/li&gt;
&lt;li&gt;Ensure adoption and usability of tools by frontline teams.&lt;/li&gt;
&lt;/ul&gt;
&lt;h3&gt;Data, Measurement, &amp;amp; Optimization&lt;/h3&gt;
&lt;ul&gt;
&lt;li&gt;Define KPIs for automation (e.g., deflection rate, handle time reduction, accuracy, CSAT impact).&amp;nbsp;&lt;/li&gt;
&lt;li&gt;Continuously track performance, identify gaps, and iterate on solutions.&amp;nbsp;&lt;/li&gt;
&lt;li&gt;Work with COA to facilitate reporting dashboards and regular updates for leadership.&amp;nbsp;&lt;/li&gt;
&lt;/ul&gt;
&lt;h3&gt;Governance &amp;amp; Ethics&lt;/h3&gt;
&lt;ul&gt;
&lt;li&gt;Work with GRC to ensure responsible AI use: monitor for bias, ensure transparency, and comply with data privacy regulations.&lt;/li&gt;
&lt;li&gt;Develop processes for human-in-the-loop systems where needed.&lt;/li&gt;
&lt;/ul&gt;
&lt;h3&gt;Training &amp;amp; Change Management&lt;/h3&gt;
&lt;ul&gt;
&lt;li&gt;Collaborate with enablement teams to train staff on new tools.&lt;/li&gt;
&lt;li&gt;Foster a culture of innovation and adoption within the support organization.&lt;/li&gt;
&lt;/ul&gt;
&lt;h2&gt;&lt;strong&gt;Who We&#39;re Looking For...&lt;/strong&gt;&lt;/h2&gt;
&lt;ul&gt;
&lt;li&gt;At least five years of experience in program or project leadership, ideally within customer support or operations&lt;/li&gt;
&lt;li&gt;3-5 years of direct experience focused on AI/ML-driven products or initiatives, specifically within a customer-facing or support context&lt;/li&gt;
&lt;li&gt;Degree or certification specific to AI or an AI-related field; track record of seeking to expand skills and knowledge in the AI field, specifically directed toward support.&lt;/li&gt;
&lt;li&gt;Strong understanding of AI/ML tools and service automation technologies&lt;/li&gt;
&lt;li&gt;Experience in identifying strategic opportunities for AI to improve customer experience, operational efficiency, and agent effectiveness in a support setting&lt;/li&gt;
&lt;li&gt;Familiarity with tools like Zendesk, Salesforce, and generative AI platforms&lt;/li&gt;
&lt;li&gt;Excellent stakeholder management and communication skills&lt;/li&gt;
&lt;li&gt;Strong analytical skills to interpret support data (e.g., ticket volumes, resolution times, customer feedback) and identify areas where AI can drive significant improvements.&lt;/li&gt;
&lt;li&gt;Understanding of data governance &amp;amp; privacy: Awareness of the importance of data quality, data privacy (e.g., GDPR, CCPA), and ethical data use in AI applications for support.&lt;/li&gt;
&lt;/ul&gt;
&lt;h2&gt;&lt;strong&gt;Benefits &amp;amp; Perks&lt;/strong&gt;&lt;/h2&gt;
&lt;ul&gt;
&lt;li&gt;A choice between medical plans with an option for 100% covered premiums&amp;nbsp;&lt;/li&gt;
&lt;li&gt;Health Savings Account with Squarespace funding&lt;/li&gt;
&lt;li&gt;Fertility and adoption benefits&lt;/li&gt;
&lt;li&gt;Supplemental Insurance plans&lt;/li&gt;
&lt;li&gt;Headspace mindfulness app subscription&lt;/li&gt;
&lt;li&gt;Global Employee Assistance Program&lt;/li&gt;
&lt;li&gt;Retirement benefits with employer match&lt;/li&gt;
&lt;li&gt;Flexible paid time off&lt;/li&gt;
&lt;li&gt;20 weeks for parental leave and up to 12 weeks to care for an ill family member&lt;/li&gt;
&lt;li&gt;$100 per month remote Stipend&lt;/li&gt;
&lt;li&gt;Access to supplemental insurance plans for additional coverage&lt;/li&gt;
&lt;li&gt;Education reimbursement&lt;/li&gt;
&lt;li&gt;Employee donation match to community organizations&lt;/li&gt;
&lt;li&gt;8 Global Employee Resource Groups (ERGs)&lt;/li&gt;
&lt;/ul&gt;
&lt;h3&gt;Cash Compensation Range: $115,500 - $203,550 USD&lt;/h3&gt;
&lt;p&gt;The base salary for this position will vary based on job-related criteria including relevant skills, experience, and location, among other factors.&lt;/p&gt;
&lt;p&gt;In addition to the cash compensation above (which includes base salary and, where applicable for eligible roles, may include on-target commissions or overtime pay), Squarespace employees are eligible to be granted an option to purchase our common stock.&lt;/p&gt;
&lt;h2&gt;&lt;strong&gt;About Squarespace&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;Squarespace is a design-driven platform helping entrepreneurs build brands and businesses online. We empower millions of customers in more than 200 countries and territories with all the tools they need to create an online presence, build an audience, monetize, and scale their business. Our suite of products range from websites, domains, ecommerce, and marketing tools, as well as tools for scheduling with Acuity and creating and managing social media presence with Bio Sites and Unfold. Our team of more than 1,500 is headquartered in bustling New York City, with offices in Dublin, Ireland, Aveiro, Portugal, and coworking spaces in the UK, Netherlands, and Australia. For more information about our company culture, visit &lt;a href=&quot;https://www.squarespace.com/about/careers&quot;&gt;https://www.squarespace.com/about/careers&lt;/a&gt;.&lt;/p&gt;
&lt;h2&gt;&lt;strong&gt;Our Commitment&amp;nbsp;&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;&lt;span style=&quot;font-weight: 400;&quot;&gt;Today, more than a million people around the globe use Squarespace to share different perspectives and experiences with the world. Not only do we embrace and celebrate the diversity of our customer base, but we also strive for the same in our employees. At Squarespace, we are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, national origin, gender, sex, gender identity or expression, sexual orientation, age, citizenship, marital or parental status, disability, veteran status, or other class protected by applicable law. We are proud to be an equal opportunity workplace.&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span style=&quot;font-weight: 400;&quot;&gt;#LI-Remote #LI-JP1&lt;/span&gt;&lt;/p&gt;&lt;div class=&quot;content-conclusion&quot;&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;strong&gt;Thank you in advance for providing the following details about your work history from your resume! This helps us ensure that your candidate information is accurate and consistent during the hiring process.&lt;/strong&gt;&lt;/p&gt;
&lt;p style=&quot;text-align: center;&quot;&gt;&amp;nbsp;&lt;/p&gt;
&lt;p style=&quot;text-align: center;&quot;&gt;&lt;strong&gt;Squarespace will never solicit your personal banking information or ask you to transfer money in connection with a job offer or interview. We also will not reach out to you via phone or SMS without your permission or knowledge.&lt;/strong&gt;&lt;/p&gt;&lt;/div&gt;",,greenhouse
